"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","descriptor_2","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","council_district","police_precinct","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"45281375","2019-12-31T21:12:46.000","2019-12-31T21:53:19.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,"Street/Sidewalk","11218","3823 18 AVENUE","18 AVENUE","EAST    8 STREET","EAST    7 STREET","EAST    8 STREET","EAST    7 STREET",,"BROOKLYN","18 AVENUE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2019-12-31T21:53:21.000","14 BROOKLYN","40","Precinct 70","3054170028","BROOKLYN","992438","170220","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.63388736209244","-73.97049962500702","POINT (-73.970499625007 40.633887362092)"
"45281502","2019-12-31T21:12:32.000","2019-12-31T23:11:18.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,"Street/Sidewalk","11368","34-62 111 STREET","111 STREET","34 AVENUE","37 AVENUE","34 AVENUE","37 AVENUE",,"CORONA","111 STREET",,"Closed",,"The Police Department reviewed your complaint and provided additional information below.","2019-12-31T23:11:21.000","03 QUEENS","21","Precinct 115","4017540047","QUEENS","1023819","214453","ONLINE","Unspecified","QUEENS",,,,,,,,"40.75521191796748","-73.85717795637822","POINT (-73.857177956378 40.755211917967)"
"45283888","2019-12-31T21:11:43.000","2019-12-31T22:57:13.000","NYPD","New York City Police Department","Noise - Commercial","Banging/Pounding",,"Store/Commercial","10301","415 FOREST AVENUE","FOREST AVENUE","WALBROOKE AVENUE","KISSEL AVENUE","WALBROOKE AVENUE","KISSEL AVENUE",,"STATEN ISLAND","FOREST AVENUE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2019-12-31T22:57:16.000","01 STATEN ISLAND","49","Precinct 120","5001320004","STATEN ISLAND","955596","169135","MOBILE","Unspecified","STATEN ISLAND",,,,,,,,"40.63086670769276","-74.10323225021425","POINT (-74.103232250214 40.630866707693)"
"45283422","2019-12-31T21:11:33.000","2019-12-31T21:12:14.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding",,"Residential Building/House","10009","903 EAST    6 STREET","EAST    6 STREET","AVENUE D","FRANKLIN D ROOSEVELT DRIVE","AVENUE D","FRANKLIN D ROOSEVELT DRIVE",,"NEW YORK","EAST    6 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2019-12-31T21:12:16.000","03 MANHATTAN","02","Precinct 9","1003620001","MANHATTAN","990947","202344","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.72206171900599","-73.9758395953869","POINT (-73.975839595387 40.722061719006)"
"45284626","2019-12-31T21:11:33.000","2019-12-31T21:19:30.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","10463","5240 BROADWAY","BROADWAY","WEST  225 STREET","WEST  228 STREET","WEST  225 STREET","WEST  228 STREET",,"BRONX","BROADWAY",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2019-12-31T21:19:31.000","08 BRONX","10","Precinct 50","1022150116","BRONX","1009466","258198","PHONE","Unspecified","BRONX",,,,,,,,"40.87533219782904","-73.90881988823","POINT (-73.90881988823 40.875332197829)"
"45288997","2019-12-31T21:11:12.000","2020-04-30T00:00:00.000","DOB","Department of Buildings","Building/Use","Illegal Conversion Of Residential Building/Space",,,"11419","107-66 113 STREET","113 STREET",,,,,"ADDRESS","South Richmond Hill",,,"Closed",,"The Department of Buildings has made a second attempt to conduct an inspection of this premises and was denied access. No further attempts will be made.","2020-04-30T00:00:00.000","10 QUEENS","28","Precinct 106","4095500038","QUEENS","1031943","187996","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.68255387158057","-73.82804237291066","POINT (-73.828042372911 40.682553871581)"
"45278319","2019-12-31T21:11:00.000","2020-01-03T00:00:00.000","DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",,"Sidewalk","11420","111-44 113 STREET","113 STREET","111 AVENUE","LINDEN BOULEVARD",,,"ADDRESS","South Ozone Park",,,"Closed",,,"2020-01-03T00:00:00.000","10 QUEENS","28","Precinct 106","4116170022","QUEENS","1032456","186630","PHONE","Unspecified","QUEENS",,,,,,,,"40.67880174010386","-73.82620252239101","POINT (-73.826202522391 40.678801740104)"
"45281802","2019-12-31T21:09:38.000","2020-01-01T06:46:29.000","NYPD","New York City Police Department","Noise - Commercial","Banging/Pounding",,"Store/Commercial","11366","179-22 UNION TURNPIKE","UNION TURNPIKE","179 STREET","180 STREET","179 STREET","180 STREET",,"FRESH MEADOWS","UNION TURNPIKE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T06:46:30.000","08 QUEENS","24","Precinct 107","4072290016","QUEENS","1042892","204148","MOBILE","Unspecified","QUEENS",,,,,,,,"40.72682141413409","-73.78842511564491","POINT (-73.788425115645 40.726821414134)"
"45281051","2019-12-31T21:09:05.000","2020-01-01T02:09:16.000","NYPD","New York City Police Department","Illegal Parking","Double Parked Blocking Vehicle",,,"11249","14 HEYWARD STREET","HEYWARD STREET","WYTHE AVENUE","BEDFORD AVENUE","WYTHE AVENUE","BEDFORD AVENUE",,"BROOKLYN","HEYWARD STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T02:09:18.000","01 BROOKLYN","33","Precinct 90","3022300004","BROOKLYN","995668","194282","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.6999286133587","-73.95882157350984","POINT (-73.95882157351 40.699928613359)"
"45280812","2019-12-31T21:09:04.000","2019-12-31T21:20:40.000","NYPD","New York City Police Department","Noise - Commercial","Banging/Pounding",,"Store/Commercial","10314","4164 VICTORY BOULEVARD","VICTORY BOULEVARD","ROSWELL AVENUE","ALBERTA AVENUE","ROSWELL AVENUE","ALBERTA AVENUE",,"STATEN ISLAND","VICTORY BOULEVARD",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2019-12-31T21:20:42.000","02 STATEN ISLAND","50","Precinct 121","5026370052","STATEN ISLAND","930900","154605","MOBILE","Unspecified","STATEN ISLAND",,,,,,,,"40.59087063265571","-74.19208993618848","POINT (-74.192089936188 40.590870632656)"
"45283575","2019-12-31T21:08:51.000","2019-12-31T22:18:26.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","10002","196 STANTON STREET","STANTON STREET","ATTORNEY STREET","RIDGE STREET","ATTORNEY STREET","RIDGE STREET",,"NEW YORK","STANTON STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2019-12-31T22:18:31.000","03 MANHATTAN","02","Precinct 7","1003457502","MANHATTAN","988949","201522","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.719806814268075","-73.98304824556163","POINT (-73.983048245562 40.719806814268)"
"45278237","2019-12-31T21:08:15.000","2020-01-01T06:24:04.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding",,,"11692","54-49 ALMEDA AVENUE","ALMEDA AVENUE","BEACH   54 STREET","BEACH   58 STREET","BEACH   54 STREET","BEACH   58 STREET",,"ARVERNE","ALMEDA AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T06:24:07.000","14 QUEENS","31","Precinct 101","4160020001","QUEENS","1043415","157069","PHONE","Unspecified","QUEENS",,,,,,,,"40.59759688921185","-73.78695130198061","POINT (-73.786951301981 40.597596889212)"
"45286158","2019-12-31T21:08:11.000","2020-01-04T00:00:00.000","DOB","Department of Buildings","Emergency Response Team (ERT)","After Hours Work - Illegal",,,"11237","409 STOCKHOLM STREET","STOCKHOLM STREET",,,,,"ADDRESS","BROOKLYN",,"N/A","Closed",,"The Department of Buildings investigated this complaint and determined that no further action was necessary.","2020-01-04T00:00:00.000","04 BROOKLYN","37","Precinct 83","3032500035","BROOKLYN","1007331","196352","UNKNOWN","Unspecified","BROOKLYN",,,,,,,,"40.70558754079133","-73.91675249146881","POINT (-73.916752491469 40.705587540791)"
"45277996","2019-12-31T21:08:09.000","2019-12-31T21:12:42.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding",,"Residential Building/House","10456","1385 WASHINGTON AVENUE","WASHINGTON AVENUE","EAST  169 STREET","EAST  170 STREET","EAST  169 STREET","EAST  170 STREET",,"BRONX","WASHINGTON AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2019-12-31T21:12:47.000","03 BRONX","16","Precinct 42","2029010001","BRONX","1010561","243449","PHONE","Unspecified","BRONX",,,,,,,,"40.8348474210791","-73.90491830085918","POINT (-73.904918300859 40.834847421079)"
"45278175","2019-12-31T21:07:36.000","2020-01-02T04:11:46.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","10472","2253 CHATTERTON AVENUE","CHATTERTON AVENUE","CASTLE HILL AVENUE","EAST  177 STREET","CASTLE HILL AVENUE","EAST  177 STREET",,"BRONX","CHATTERTON AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-02T04:11:49.000","09 BRONX","18","Precinct 43","2038160058","BRONX","1026137","241180","MOBILE","Unspecified","BRONX",,,,,,,,"40.828559537225345","-73.84864459867923","POINT (-73.848644598679 40.828559537225)"
"45279191","2019-12-31T21:06:50.000","2019-12-31T23:04:04.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music",,"Street/Sidewalk","10452","1083 WALTON AVENUE","WALTON AVENUE","EAST  165 STREET","EAST  166 STREET","EAST  165 STREET","EAST  166 STREET",,"BRONX","WALTON AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2019-12-31T23:04:05.000","04 BRONX","16","Precinct 44","2024780052","BRONX","1006044","242430","PHONE","Unspecified","BRONX",,,,,,,,"40.83206286279062","-73.92124496604752","POINT (-73.921244966048 40.832062862791)"
"45280748","2019-12-31T21:05:50.000","2020-01-01T06:45:50.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","11435","135-30 82 DRIVE","82 DRIVE","135 STREET","138 STREET","135 STREET","138 STREET",,"JAMAICA","82 DRIVE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T06:45:53.000","08 QUEENS","24","Precinct 107","4096660040","QUEENS","1033590","199092","PHONE","Unspecified","QUEENS",,,,,,,,"40.71300071679113","-73.82202282838489","POINT (-73.822022828385 40.713000716791)"
"45279064","2019-12-31T21:05:23.000","2020-01-01T02:13:08.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","11225","451 KINGSTON AVENUE","KINGSTON AVENUE","EMPIRE BOULEVARD","LEFFERTS AVENUE","EMPIRE BOULEVARD","LEFFERTS AVENUE",,"BROOKLYN","KINGSTON AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T02:13:09.000","09 BROOKLYN","41","Precinct 71","3013260001","BROOKLYN","1000134","181014","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.663504089172804","-73.94274645441016","POINT (-73.94274645441 40.663504089173)"
"45285502","2019-12-31T21:05:12.000","2020-05-01T00:00:00.000","DOB","Department of Buildings","Building/Use","Illegal Conversion Of Residential Building/Space",,,"11420","115-20 127 STREET","127 STREET",,,,,"ADDRESS","South Ozone Park",,,"Closed",,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).","2020-05-01T00:00:00.000","10 QUEENS","28","Precinct 106","4116700015","QUEENS","1036301","186524","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.6784890207129","-73.81234097266896","POINT (-73.812340972669 40.678489020713)"
"45279683","2019-12-31T21:04:47.000","2020-01-21T09:01:51.000","HPD","Department of Housing Preservation and Development","PLUMBING","WATER SUPPLY","NO HOT WATER","RESIDENTIAL BUILDING","10453","1849 SEDGWICK AVENUE","SEDGWICK AVENUE",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.","2020-01-21T09:01:51.000","05 BRONX","16","Precinct 46","2028810084","BRONX","1006912","250136","ONLINE","Unspecified","BRONX",,,,,,,,"40.85321138574423","-73.91808231266482","POINT (-73.918082312665 40.853211385744)"
"45281832","2019-12-31T21:04:39.000","2020-01-02T17:19:32.000","HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","APARTMENT ONLY","NO HEAT AND NO HOT WATER","RESIDENTIAL BUILDING","10460","1505 LELAND AVENUE","LELAND AVENUE",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.","2020-01-02T17:19:32.000","09 BRONX","18","Precinct 43","2039220032","BRONX","1021716","244673","PHONE","Unspecified","BRONX",,,,,,,,"40.838166664583866","-73.86460000030853","POINT (-73.864600000309 40.838166664584)"
"45283311","2019-12-31T21:04:34.000","2020-01-01T01:09:34.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,"Street/Sidewalk","10472","1348 ROSEDALE AVENUE","ROSEDALE AVENUE","EAST  172 STREET","EAST  174 STREET","EAST  172 STREET","EAST  174 STREET",,"BRONX","ROSEDALE AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T01:09:35.000","09 BRONX","18","Precinct 43","2038740035","BRONX","1020316","243026","PHONE","Unspecified","BRONX",,,,,,,,"40.833651959521895","-73.8696683692446","POINT (-73.869668369245 40.833651959522)"
"45280422","2019-12-31T21:04:00.000","2020-01-04T00:00:00.000","DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",,"Sidewalk","10309","63 EL CAMINO LOOP","EL CAMINO LOOP","MALIBU COURT","BEND",,,"ADDRESS","STATEN ISLAND",,,"Closed",,,"2020-01-04T00:00:00.000","03 STATEN ISLAND","51","Precinct 123","5069790348","STATEN ISLAND","924861","135164","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.53747060467369","-74.2136629062967","POINT (-74.213662906297 40.537470604674)"
"45287536","2019-12-31T21:02:14.000","2020-04-13T00:00:00.000","DOB","Department of Buildings","Building/Use","Illegal Conversion Of Residential Building/Space",,,"11420","115-81 LEFFERTS BOULEVARD","LEFFERTS BOULEVARD",,,,,"ADDRESS","South Ozone Park",,,"Closed",,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.","2020-04-13T00:00:00.000","10 QUEENS","28","Precinct 106","4117120012","QUEENS","1034395","185548","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.67582112913355","-73.81921990025795","POINT (-73.819219900258 40.675821129134)"
"45284237","2019-12-31T21:01:36.000","2020-01-02T10:15:00.000","DOT","Department of Transportation","Street Condition","Pothole",,,"10314",,,,,"RICHMOND AVENUE","RICHMOND HILL ROAD","INTERSECTION","STATEN ISLAND",,,"Closed",,"The Department of Transportation inspected this complaint and repaired the problem.","2020-01-02T10:15:00.000","02 STATEN ISLAND","51","Precinct 121",,"STATEN ISLAND","937703","153893","UNKNOWN","Unspecified","STATEN ISLAND",,,,,,,,"40.588954675167635","-74.16759047831839","POINT (-74.167590478318 40.588954675168)"
"45280448","2019-12-31T21:01:12.000","2020-01-01T01:22:08.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,,"10456","1358 MORRIS AVENUE","MORRIS AVENUE","EAST  169 STREET","EAST  170 STREET","EAST  169 STREET","EAST  170 STREET",,"BRONX","MORRIS AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-01-01T01:22:10.000","04 BRONX","16","Precinct 44","2027850029","BRONX","1008610","244182","PHONE","Unspecified","BRONX",,,,,,,,"40.83686489003738","-73.91196608402282","POINT (-73.911966084023 40.836864890037)"
